No.,도서관 구분,도서관명,이용시간,휴관일,전화번호,홈페이지,자치구,주소,책이음,수정일
2046,작은 도서관,열림카페속작은도서관,"평일 : 월~금 : 10:00~18:00, 주말 : 토 : 10:00~18:00",일요일,070-7432-7787,https://blog.naver.com/yulimsmalllibrary,동작구,"서울특별시 동작구 여의대방로 44길 22, 열림교회1층",미참여,
478,작은 도서관,염리동문고,"평일 : 09:00~18:00, 주말 : 휴관일","토,일요일,공휴일",02-3153-6663,http://lib.mapo.go.kr/,마포구,서울특별시 마포구 숭문길 14 염리동주민센터,미참여,
2014,작은 도서관,염창작은도서관,"평일 : 14:00~18:00, 주말 : 휴관일","토요일, 일요일, 공휴일",02-6449-2025,,강서구,"서울특별시 강서구 공항대로75길 30, 상가동 301호",미참여,
870,장애인 도서관,영광시각장애인모바일점자도서관,"평일 : 24시간운영, 주말 : 24시간운영",없음,02-393-4568,http://ygculture.com/,서대문구,"서울특별시 서대문구 세검정로 78-19, 2층",미참여,
754,작은 도서관,영광영재도서관,"평일 : 13:00~18:00, 주말 : 11:00~14:00","월요일, 토요일",02-354-8091,http://www.firstglory.or.kr,은평구,서울특별시 은평구 갈현로7가길 10 제일영광교회,미참여,
695,작은 도서관,영등포동작은도서관,"평일 : 10:00~17:00, 주말 : 휴관일","토,일,법정공휴일",02-2636-8222,https://www.ydplib.or.kr/small,영등포구,서울특별시 영등포구 국회대로44길4 자치회관 1층,참여,2021-08-28
693,작은 도서관,영등포본동작은도서관,"평일 : 10:00~17:00, 주말 : 휴관일","토,일,법정공휴일",02-847-8883,https://www.ydplib.or.kr/small,영등포구,서울특별시 영등포구 신길로61길 17 영등포본동주민센터 3층,참여,2021-08-28
2649,작은 도서관,영롱 농문화 도서관,"월, 화, 수, 금 : 10:30~17:30",,,,강남구,서울특별시 강남구 양재대로 55길 6(일원동),미참여,2021-09-13
1407,공공 도서관,영어특성화도서관,"평일 : 09:00~22:00, 주말 : 09:00~18:00",매주 일요일 및 법정 공휴일,02-2654-8493,http://lib.yangcheon.go.kr/,양천구,서울특별시 양천구 목동동로 81 해누리타운 7층 양천영어도서관 및 영어체험센터,참여,2021-01-14
2001,작은 도서관,영지도서관,"평일 : 09:00~18:00, 주말 : 09:00~18:00",매주 월요일,02-977-0312,,중랑구,"서울특별시 중랑구 공릉로2가길 9(묵동) 영지교회 지하1층, 3층",미참여,
844,작은 도서관,예광독서방,"평일 : 10:00~20:00, 주말 : 10:00~17:00",연중무휴,02-492-1752,,중랑구,서울특별시 중랑구 면목로 78길 13 예광교회 1층,미참여,
618,작은 도서관,예꿈틀어린이도서관,"평일 : 14:00~20:00, 주말 : 10:00~14:00",일요일,02-2203-3927,http://cafe.naver.com/yekkumtllibrary,송파구,"서울특별시 송파구 오금로46길 28, 중원빌딩3층",미참여,
788,작은 도서관,예능도서관,"평일 : 휴관일, 일 : 09:00~16:00","평일, 토요일",02-379-8855,없음,종로구,서울특별시 종로구 평창문화로 81-5 예능교회 내 예능교회,미참여,
2449,작은 도서관,예드림작은도서관,평일 : 10:00~17:00,"토,일요일",02-6408-0014,cafe.daum.net/yedream1,광진구,서울특별시 광진구 구의강변로 96 현대6차 종합상가 지하 101호,미참여,2021-08-28
208,작은 도서관,예뜰작은도서관,"평일 : 12:00~17:00, 주말 : 10:00~14:00","월요일,법정공휴일",02-2640-3264,,강서구,서울특별시 은평구 은평로 3길 7 은평비전센터 1층,미참여,
2031,작은 도서관,예샘작은도서관,"평일 : 12:00~21:00, 주말 : 12:00~21:00",없음,,www.smalllibrary.org,구로구,"서울특별시 구로구 구로중앙로6길 40, 3층",미참여,
2476,작은 도서관,예스아이캔 작은도서관,화~토 : 14:00~18:00,"일, 월요일",,,동대문구,서울특별시 동대문구 답십리로60길 74 2층,미참여,
1599,작은 도서관,예인작은도서관,"평일 : 10:00~20:00, 주말 : 10:00~20:00","일요일, 공휴일",02-2605-0682,,강서구,서울특별시 강서구 방화대로 34길 120,미참여,
1552,작은 도서관,예인작은도서관,"평일 : 13:00~17:00, 주말 : 13:00~17:00","매주 화요일,토요일",070-8624-0607,없음,송파구,서울특별시 송파구 문정로11길 16 신안빌라상가 2층 201호,미참여,
2523,작은 도서관,오금동새마을문고(오동나무작은도서관),"평일 : 13:00~17:00, 주말 : 휴관일","토,일,법정공휴일",02-401-2910,http://ogeum.songpa.go.kr,송파구,서울특별시 송파구 중대로25길 5 오금동주민센터 2층,미참여,
2571,작은 도서관,오렌지나무 작은도서관,평일 : 09:00~17:00,"매주 토,일요일 및 법정 공휴일",02-2199-8754,https://www.yslibrary.or.kr,용산구,서울특별시 용산구 새창로12길 13(용문동 주민센터) 1층,참여,
310,작은 도서관,오류1동도서관,"평일 : 10:00~17:00, 주말 : 휴관일","토, 일, 법정공휴일",02-2620-7853,http://lib.guro.go.kr,구로구,서울특별시 구로구 경인로 221 오류1동주민센터 2층(3층),참여,
311,작은 도서관,오류2동도서관,"평일 : 10:00~17:00, 주말 : 휴관일","토,일요일, 법정공휴일",070-4065-6523,http://lib.guro.go.kr,구로구,서울특별시 구로구 오리로 10길 44-5 오류2동주민센터,참여,
72,공공 도서관,오류도서관,"평일 : 08:00~22:00, 주말 : 08:00~22:00",매주 월요일 및 법정 공휴일,070-4906-0554,https://lib.guro.go.kr,구로구,서울특별시 구로구 경인로19길 29-4,참여,2021-01-14
2032,작은 도서관,오류동제일교회작은도서관,"평일 : 10:00~17:00, 주말 : 토요일:10:00~17:00","월요일, 일요일, 법정공휴일",02-2625-9380,www.smalllibrary.org,구로구,서울특별시 구로구 오류로8나길 9-5 1층,미참여,
324,작은 도서관,오류문고,"평일 : 09:00~17:00, 주말 : 09:00~13:00",법정공휴일,,,구로구,서울특별시 구로구 경인로8길 75 삼천리아파트,미참여,
631,작은 도서관,오륜동새마을문고,"평일 : 13:00~17:00, 주말 : 휴관일","토,일,법정공휴일",02-401-6302,http://oryun.songpa.go.kr,송파구,서울특별시 송파구 양재대로 1232 오륜동주민센터 3층,미참여,2021-08-28
2487,작은 도서관,오손도손우리동네작은도서관,"평일 : 화~금 : 10:00~18:00, 주말 : 토 : 10:00~18:00","월요일, 일요일",02-822-1017,http://lib.dongjak.go.kr/,동작구,서울특별시 동작구 양녕로 266 2층,미참여,
1270,작은 도서관,오패산마을공동체마을꿈터도서관,"평일 : 10:00~17:00, 주말 : 휴관일","토요일, 일요일",070-7646-0093,http://cafe.daum.net/gbnanum,강북구,서울특별시 강북구 오현로 31 삼화그린빌 102호,미참여,
2684,작은 도서관,옥수동 작은도서관,평일: 10:00~17:00,"토,일,공휴일",02-2286-7418,https://www.sdlib.or.kr/small/contents.do?idx=1546,성동구,서울특별시 성동구 독서당로 203 옥수동 공공복합청사 5층(옥수동),미참여,2021-02-09
880,공공 도서관,온누리도서관,"평일 : 09:00~22:00, 주말 : 09:00~17:00",매주 화요일 및 법정 공휴일,02-858-9080,http://lib.guro.go.kr,구로구,"서울특별시 구로구 구로중앙로27나길 9, 4층 (구로초등학교 온누리관)",참여,
1645,작은 도서관,올리브나무작은도서관,"평일 : 10:30~18:00, 주말 : 일:14:00~16:30",매주 월요일,02-2297-2046,http://www.ok-su.org/,성동구,서울특별시 성동구 독서당로 227 옥수교회 4층,미참여,
1495,작은 도서관,옹기종기작은도서관,"평일 : 10:00~18:00, 주말 : 휴관일","토요일, 일요일, 공휴일",02-3663-4155,http://lib.gangseo.seoul.kr/,강서구,서울특별시 강서구 공항대로 61길 50 염창지역정보센터 내,미참여,2021-08-28
132,작은 도서관,옹기종기작은도서관,"평일 : 10:00~18:00, 주말 : 휴관일","토요일, 일요일, 공휴일",02-2600-7324,http://lib.gangseo.seoul.kr/,강동구,서울특별시 강서구 공항대로 61길 50 염창지역정보센터 내 2층,미참여,
2721,작은 도서관,옹달샘 작은도서관,"평일 : 10:00~17:00, 주말 : 휴관일","토, 일요일",,,강북구,서울특별시 강북구 도봉로13길 78 지하1층,미참여,2021-08-28
2723,작은 도서관,옹달샘작은도서관,"평일 : 09:00~18:00, 주말 : 휴관","토요일, 일요일, 공휴일",02-2600-7545,http://lib.gangseo.seoul.kr/,강서구,서울특별시 강서구 곰달래로37길 13 화곡2동주민센터 2층,미참여,2022-06-09
187,작은 도서관,옹달샘작은도서관,"평일 : 10:00~17:30, 주말 : 10:00~12:00","일요일, 법정공휴일",02-2689-1513,www.smalllibrary.org,구로구,"서울특별시 구로구 천왕로 56,(천왕동, 천왕이펜하우스3단지) 2층",참여,2021-09-03
1312,작은 도서관,와글와글작은도서관,"평일 : 13:00~18:00, 주말 : 휴관일","토,일요일",,없음,마포구,"서울특별시 성북구 길음로 141(길음동, 신안아파트) 3층",미참여,
2052,작은 도서관,와글와글작은도서관,"평일 : 13:00~19:00, 주말 : 휴관일","토,일요일",010-8627-3855,,성북구,"서울특별시 성북구 길음로 141, (길음동, 신안아파트)",미참여,2021-08-28
2463,작은 도서관,와서작은도서관,"평일 : 14:00~17:00, 주말 : 휴관일","토,일,법정공휴일",02-859-2414,,금천구,서울특별시 벚꽃로56길 62 B01,미참여,
558,작은 도서관,왕십리도서관,일요일,,02-2292-1011,http://lib.wpc.or.kr,성동구,서울특별시 성동구 난계로 160 대한예수교장로회 왕십리교회 5층,미참여,
539,작은 도서관,왕십리도선동희망문고,평일 : 09:00~18:00,"토,일요일, 법정공휴일",02-2286-7203,https://www.sdlib.or.kr/small/contents.do?idx=1590,성동구,서울특별시 성동구 마장로 141 왕십리도선동주민센터 2층,미참여,2021-01-14
538,작은 도서관,왕십리제2동작은도서관,"평일 : 09:00~18:00, 주말 : 휴관일","토,일요일, 법정공휴일",02-2286-7223,https://www.sdlib.or.kr/small/contents.do?idx=1471,성동구,서울특별시 성동구 무학봉길 69 왕십리2동주민센터 3층,미참여,2021-01-14
2082,작은 도서관,외갓집에가자작은도서관,"평일 : 13:00~18:00, 주말 : 휴관일","토,일요일,공휴일",02-996-9113,http://www.unilib.dobong.kr/,도봉구,서울특별시 도봉구 우이천로44길 26 B01호,미참여,
1805,전문 도서관,외교부외교정책자료실,"평일 : 09:00~12:00, 13:00~18:00, 주말 : 휴관일","토·일요일, 법정공휴일","02-2100-7276,7274",http://www.mogef.go.kr/io/lib/lib_s400.do?mid=libm400,종로구,서울특별시 종로구 사직로8길 60,미참여,2021-08-28
1520,작은 도서관,요셉의원작은도서관,"평일 : 13:00~18:00, 주말 : 휴관일","목요일,토요일,일요일",,www.josephclinic.org,영등포구,서울특별시 영등포구 경인로 100길 6,미참여,
477,작은 도서관,용강동작은도서관,"평일 : 10:00~19:00, 주말 : 10:00~16:00",매주 일요일 및 법정공휴일,02-716-4785,http://www.mplib.mapo.go.kr,마포구,"서울특별시 마포구 토정로31길 31, 용강동 복합청사 2층",참여,
1279,작은 도서관,용꿈꾸는작은도서관,"평일 : 09:00~22:00, 주말 : 09:00~17:00",매주 일요일,02-889-8823~5,http://www.gwanakcullib.seoul.kr,관악구,서울특별시 관악구 관악로 145 관악구청 본관 1층 (청룡동 1570-1) 1층,참여,
554,작은 도서관,용답동어린이작은도서관,"평일 : 09:00~18:00, 주말 : 휴관일","매주 토,일요일",02-2286-7523,https://www.sdlib.or.kr/small/contents.do?idx=1582,성동구,서울특별시 성동구 용답중앙23길20 용답동주민센터 2층,미참여,
878,작은 도서관,용두어린이영어도서관,"평일 : 10:00~18:00, 주말 : 10:00~18:00",매주 금요일 및 법정 공휴일,02-921-1959,http://www.l4d.or.kr,동대문구,서울특별시 동대문구 무학로 133 용두어린이 영어도서관,참여,
1357,작은 도서관,용산e편한세상북카페,"평일,토 : 14:00~23:00","수, 일요일",070-8899-8842,,용산구,서울특별시 용산구 원효로 216(용산e편한세상) 109동 1층,미참여,
2129,공공 도서관,용산꿈나무도서관,"평일 : 09:00~21:00, 주말 : 09:00~17:00",매주 월요일 및 법정 공휴일,02-707-0138,https://www.yslibrary.or.kr/,용산구,"서울특별시 용산구 백범로329(원효로1가, 꿈나무타운) 3층",참여,
414,작은 도서관,용신동작은도서관,"평일 : 09:00~18:00, 주말 : 휴관일","토,일,공휴일",02-2171-6529,http://www.l4d.or.kr,동대문구,서울특별시 동대문구 천호대로27길 35 용신주민센터 3층,미참여,2021-08-28
2572,작은 도서관,용암 어린이 영어도서관,"평일 : 10:00~19:00, 토 : 10:00~17:00",매주 일요일 및 법정 공휴일,02-798-4181,https://www.yslibrary.or.kr,용산구,서울특별시 용산구 신흥로3가길 21-7(용산동2가) 2층,참여,
2524,작은 도서관,우리 작은도서관,"평일 : 13:00~17:00, 주말 : 휴관일","토요일,일요일",02-400-0701,없음,송파구,"서울특별시 송파구 마천로41길17, 3층(영흥교회) 3층",미참여,
2441,작은 도서관,우리동네 작은도서관,"평일 : 10:00~18:00, 주말 : 10:00~18:00",월요일,,해당없음,관악구,서울시 관악구 조원로16길33,미참여,
2660,작은 도서관,우리동네 작은도서관,"평일 : 10:00~20:00, 주말 : 10:00~18:00","일요일, 공휴일",,,관악구,서울특별시 관악구 조원로 16길 33,미참여,2021-02-09
164,작은 도서관,우리동네작은도서관,"평일 : 13:00~19:00, 주말 : 11:00~15:00","토요일,법정 공휴일",070-4200-0140,http://cafe.naver.com/bundongkids,강북구,서울특별시 강북구 덕릉로40다길 13 번동제일교회 선교 교육관 2층 526-59,미참여,
2507,작은 도서관,우리들문고작은도서관,"평일 : 10:00~19:00, 토요일 : 10:00~14:00",일요일,02-916-3004,없음,성북구,서울특별시 성북구 돌곶이로 157 한전빌딩 4층,미참여,2021-08-28
1988,작은 도서관,우리소리도서관,"평일 : 09:00~18:00, 주말 : 09:00~18:00","일,1월1일,설,추석,법정공휴일",070-4550-5015,http://lib.jongno.go.kr,종로구,서울특별시 종로구 삼일대로 30길 47 (종로1.2.3.4가동 주민센터 4~5층),참여,
2156,작은 도서관,우리울작은도서관,"평일 : 14:00~19:00, 주말 : 14:00~19:00","일, 법정공휴일",070-7573-3321,,금천구,서울특별시 금천구 범안로12가길 49 (독산동) 샘물교회 2층,미참여,
2435,작은 도서관,우리작은도서관,"평일 : 10:00~15:00, 주말 : 10:00~14:00","일요일, 공휴일",02-2662-3927,,강서구,서울특별시 강서구 방화대로6라길 26 2층,미참여,
1317,작은 도서관,우면SH작은도서관,"평일 : 15:00~17:00, 주말 : 휴관일","매주 토,일요일",02-575-1433,,서초구,서울특별시 서초구 형촌길 15 (네이처힐2단지),미참여,
2120,작은 도서관,우물골작은도서관,"평일 : 13:00~15:00, 주말 : 13:00~15:00","일요일, 법정공휴일",02-353-1548,,은평구,서울특별시 은평구 진관2로 77(은평뉴타운우물골) 206동 1층,미참여,
179,작은 도서관,우이동새마을문고,"평일 : 10:00~17:00, 주말 : 휴관일","토요일,일요일,공휴일",02-3778-4918,https://www.gblib.or.kr/gangbuk/contents/contents.do?gidx=151400,강북구,서울특별시 강북구 삼양로 139길 49 우이동주민센터 2층,미참여,2021-08-28
1394,공공 도서관,우장산숲속도서관,"평일 : 09:00~22:00, 일요일 : 09:00~17:00","매주 월요일, 일요일을 제외한 법정 공휴일 (단, 일요일과 법정공휴일이 겹칠 경우 휴관)",02-2696-6690,http://lib.gangseo.seoul.kr,강서구,서울특별시 강서구 우현로 34,미참여,2021-08-28
1607,작은 도서관,운룡도서관,평일 : 10:00~18:00,"토,일요일",02-454-3431,www.dlibrary.co.kr,광진구,서울특별시 광진구 자양로43길 85 지층,미참여,2021-08-28
1758,전문 도서관,울산의대아산의학도서관,"평일 : 08:30~24:00, 주말 : 08:30~17:30","일요일, 법정공휴일",02-3010-4225,aml.amc.seoul.kr,송파구,서울특별시 송파구 올림픽로43길 88 아산병원 아산교육연구관 내,미참여,
